"id","fqdn/ip","port","severity","finding","cve","cwe"
"FS_ciphers","service-public.nc/61.5.212.17","443","INFO","ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES128-SHA256 ECDHE-RSA-AES128-SHA ECDHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES256-SHA384 ECDHE-RSA-AES256-SHA ECDHE-RSA-CAMELLIA128-SHA256 ECDHE-RSA-CAMELLIA256-SHA384","",""
"FS_ECDHE_curves","service-public.nc/61.5.212.17","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","service-public.nc/61.5.212.17","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'session ticket/#35' 'next protocol/#13172' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'encrypt-then-mac/#22' 'extended master secret/#23'","",""
"TLS_session_ticket","service-public.nc/61.5.212.17","443","INFO","valid for 300 seconds only (<daily)","",""
"SSL_sessionID_support","service-public.nc/61.5.212.17","443","INFO","yes","",""
"sessionresumption_ticket","service-public.nc/61.5.212.17","443","INFO","supported","",""
"sessionresumption_ID","service-public.nc/61.5.212.17","443","INFO","supported","",""
"TLS_timestamp","service-public.nc/61.5.212.17","443","INFO","random","",""
"clientAuth","service-public.nc/61.5.212.17","443","INFO","none","",""
"cert_numbers","service-public.nc/61.5.212.17","443","INFO","1","",""
"cert_signatureAlgorithm","service-public.nc/61.5.212.17","443","OK","SHA256 with RSA","",""
"cert_keySize","service-public.nc/61.5.212.17","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","service-public.nc/61.5.212.17","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","service-public.nc/61.5.212.17","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","service-public.nc/61.5.212.17","443","INFO","24AAC121E16F0DE41C3C6ABFBF1DA762","",""
"cert_fingerprintSHA1","service-public.nc/61.5.212.17","443","INFO","17D49AF9EAFE7813A85799D081DA1E499CBFEE4F","",""
"cert_fingerprintSHA256","service-public.nc/61.5.212.17","443","INFO","173244537E85655528C3D6D717B804527D5BA95DBCF97AEBE64C997DC8DF6939","",""
"cert","service-public.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIGijCCBXKgAwIBAgIQJKrBIeFvDeQcPGq/vx2nYjANBgkqhkiG9w0BAQsFADCB gTELMAkGA1UEBhMCRlIxETAPBgNVBAgTCENhbHZhZG9zMQ0wCwYDVQQHEwRDYWVu MRUwEwYDVQQKEwxUQlMgSU5URVJORVQxGDAWBgNVBAsTD1RCUyBJTlRFUk5FVCBD QTEfMB0GA1UEAxMWVEJTIFg1MDkgQ0EgYnVzaW5lc3MgMjAeFw0yMDA5MTgwMDAw MDBaFw0yMTEwMTkyMzU5NTlaMIG8MQswCQYDVQQGEwJOQzEOMAwGA1UEERMFOTg4 MDAxEDAOBgNVBAcMB05vdW3DqWExFTATBgNVBAkTDENlbnRyZSBWaWxsZTEdMBsG A1UECRMUMSBBdmVudWUgZHUgTWFsIEZvY2gxOTA3BgNVBAoTMENBQklORVQgRFUg R09VVkVSTkVNRU5UIERFIExBIE5PVVZFTExFLUNBTEVET05JRTEaMBgGA1UEAxMR c2VydmljZS1wdWJsaWMubmMwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIB AQCljR4HGT+Qs8kB86R5w/sv/1OkvwRiU/TqcXAFxlwxSbH+It9j809e61pYMAZY XhGhTy6YyfDhNMz/3Ii84MH5UdviBQ36lLMi0WDKjUqx1zYJ0+EipA8MepL7u+h/ pGegoSHqBnTwNbMdmZOJfTQAkQTGNfb7ujpkYBb/+FT2S6vHZqCfef7X6rvoQazp y/kiPe+AlNy0ADVJDGDCdp+qeitS5BpTTgru4NSTiCzZ+e87UYMwxnxdAQ6IlOSs fgV0MKyaqIjYetWSPBWKbUkIRExmqgYiN2ZGMexbOL28NtsqVY0QytlXJF9lESDo wlu+qlbJ5TTmOsKxqKtP6wH9AgMBAAGjggK/MIICuzAfBgNVHSMEGDAWgBRx8gup o+3LA0oMPAE7vkxEbesq+DAdBgNVHQ4EFgQUj/lGwTWSXYHd7kdt/SfuWDqCe84w DgYDVR0PAQH/BAQDAgWgMAwGA1UdEwEB/wQCMAAwHQYDVR0lBBYwFAYIKwYBBQUH AwEGCCsGAQUFBwMCMEoGA1UdIARDMEEwNQYKKwYBBAHlNwIBATAnMCUGCCsGAQUF BwIBFhlodHRwczovL2Nwcy51c2VydHJ1c3QuY29tMAgGBmeBDAECAjBABgNVHR8E OTA3MDWgM6Axhi9odHRwOi8vY3JsLnVzZXJ0cnVzdC5jb20vVEJTWDUwOUNBYnVz aW5lc3MyLmNybDByBggrBgEFBQcBAQRmMGQwOwYIKwYBBQUHMAKGL2h0dHA6Ly9j cnQudXNlcnRydXN0LmNvbS9UQlNYNTA5Q0FidXNpbmVzczIuY3J0MCUGCCsGAQUF BzABhhlodHRwOi8vb2NzcC51c2VydHJ1c3QuY29tMDMGA1UdEQQsMCqCEXNlcnZp Y2UtcHVibGljLm5jghV3d3cuc2VydmljZS1wdWJsaWMubmMwggEDBgorBgEEAdZ5 AgQCBIH0BIHxAO8AdgB9PvL4j/+IVWgkwsDKnlKJeSvFDngJfy5ql2iZfiLw1wAA AXSfcin+AAAEAwBHMEUCIFFI/HIAOwjADSMvuunYKjCfR4yg9M9RNF1f6ScGUO4G AiEAkpcqJLokdjoUbB1SVy3GA7rurWGi17/odlONdTlBSuUAdQCUILwejtWNbIhz H4KLIiwN0dpNXmxPlD1h204vWE2iwgAAAXSfciolAAAEAwBGMEQCIG4GsCQrAQxP 40Q5+dmqJvVeX7YYbxLioGQtRBcoCuCtAiBQMgcGwwC0Oy+pho7GDnyDb9Ii0xK4 yTQI2slHpnRO+DANBgkqhkiG9w0BAQsFAAOCAQEAdPCgtoYsMtR8p/g4M5hS0pG6 nWeneIc1McexVBGpqWHKNBITV+KpjHs6Oyew6vrPUy1b3rvdJrjDF5QzPm5lf9jO sWOG3Cr7+Py9IHaP8F1aGlx+CydAdHGtW9FNlKHDWxBl7JYT64gU4ofT/QAjJAw+ /SiaVb10TrC56yBpLbmObEGXH3AxjzLsZN5A9Vn9pLHROvfaGIIt+vHLxafLc+gq uL1sAAE0p+r/tGe44684J3doITP+sDsl827LIj03CG61UVf8KewjGaDUSQZm96PD Zf4cztVkdiv+BpbKnwsvK67HyKJDJYRxpPKmrF7mO2umQUAcRgIYEf4TAxAmqQ== -----END CERTIFICATE-----","",""
"cert_commonName","service-public.nc/61.5.212.17","443","OK","service-public.nc","",""
"cert_commonName_wo_SNI","service-public.nc/61.5.212.17","443","INFO","*.gouv.nc","",""
"cert_subjectAltName","service-public.nc/61.5.212.17","443","INFO","service-public.nc www.service-public.nc","",""
"cert_trust","service-public.nc/61.5.212.17","443","OK","Ok via SAN and CN (SNI mandatory)","",""
"cert_chain_of_trust","service-public.nc/61.5.212.17","443","OK","passed.","",""
"cert_certificatePolicies_EV","service-public.nc/61.5.212.17","443","INFO","no","",""
"cert_expirationStatus","service-public.nc/61.5.212.17","443","MEDIUM","expires < 60 days (54)","",""
"cert_notBefore","service-public.nc/61.5.212.17","443","INFO","2020-09-18 00:00","",""
"cert_notAfter","service-public.nc/61.5.212.17","443","MEDIUM","2021-10-19 23:59","",""
"cert_extlifeSpan","service-public.nc/61.5.212.17","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","service-public.nc/61.5.212.17","443","INFO","not present","",""
"cert_crlDistributionPoints","service-public.nc/61.5.212.17","443","INFO","http://crl.usertrust.com/TBSX509CAbusiness2.crl","",""
"cert_ocspURL","service-public.nc/61.5.212.17","443","INFO","http://ocsp.usertrust.com","",""
"OCSP_stapling","service-public.nc/61.5.212.17","443","LOW","not offered","",""
"cert_mustStapleExtension","service-public.nc/61.5.212.17","443","INFO","--","",""
"DNS_CAArecord","service-public.nc/61.5.212.17","443","LOW","--","",""
"certificate_transparency","service-public.nc/61.5.212.17","443","OK","yes (certificate extension)","",""
"certs_countServer","service-public.nc/61.5.212.17","443","INFO","3","",""
"certs_list_ordering_problem","service-public.nc/61.5.212.17","443","INFO","no","",""
"cert_caIssuers","service-public.nc/61.5.212.17","443","INFO","TBS X509 CA business 2 (TBS INTERNET from FR)","",""
"intermediate_cert <#1>","service-public.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIGCzCCA/OgAwIBAgIQNAQ5ZD0uy7305qlXXebHpjANBgkqhkiG9w0BAQwFADCB iDELMAkGA1UEBhMCVVMxEzARBgNVBAgTCk5ldyBKZXJzZXkxFDASBgNVBAcTC0pl cnNleSBDaXR5MR4wHAYDVQQKExVUaGUgVVNFUlRSVVNUIE5ldHdvcmsxLjAsBgNV BAMTJVVTRVJUcnVzdCBSU0EgQ2VydGlmaWNhdGlvbiBBdXRob3JpdHkwHhcNMTQw OTIzMDAwMDAwWhcNMjQwOTIyMjM1OTU5WjCBgTELMAkGA1UEBhMCRlIxETAPBgNV BAgTCENhbHZhZG9zMQ0wCwYDVQQHEwRDYWVuMRUwEwYDVQQKEwxUQlMgSU5URVJO RVQxGDAWBgNVBAsTD1RCUyBJTlRFUk5FVCBDQTEfMB0GA1UEAxMWVEJTIFg1MDkg Q0EgYnVzaW5lc3MgMjCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBANh9 P++rsG4jHQsHeVvdavLrTcppoh2YUKP7aZX0yW97qmN2At3FvWopmNgAMJ3e/c6q SsE21M5FemzCMVm94/pT6hzy37ZLhTOGuw0CMfxXdnjk1clNuuu3GBFknPt8BwfC ptaQvTx5h9wFISqhgb8dvroToRaNSXtXTGK1shedyU33GjuFYYkxapzRxxSCSgck c4X+RQHPwZio7HrDfGg/txhDUZO+36OvIZy3NlLmWF6l1orrLt5v7lo+rUGm4sO4 0GUCRUjzFjno7SQTD9sT78JPvZK5bGtTEwcmKiLgyhF7PGwU/Dco1v1yTmdLHpXG eT7Ek3hkbTqil4DXP98CAwEAAaOCAXQwggFwMB8GA1UdIwQYMBaAFFN5v1qqK0rP VIDh2JvAnfKyA2bLMB0GA1UdDgQWBBRx8gupo+3LA0oMPAE7vkxEbesq+DAOBgNV HQ8BAf8EBAMCAYYwEgYDVR0TAQH/BAgwBgEB/wIBADAdBgNVHSUEFjAUBggrBgEF BQcDAQYIKwYBBQUHAwIwIQYDVR0gBBowGDAMBgorBgEEAeU3AgEBMAgGBmeBDAEC AjBQBgNVHR8ESTBHMEWgQ6BBhj9odHRwOi8vY3JsLnVzZXJ0cnVzdC5jb20vVVNF UlRydXN0UlNBQ2VydGlmaWNhdGlvbkF1dGhvcml0eS5jcmwwdgYIKwYBBQUHAQEE ajBoMD8GCCsGAQUFBzAChjNodHRwOi8vY3J0LnVzZXJ0cnVzdC5jb20vVVNFUlRy dXN0UlNBQWRkVHJ1c3RDQS5jcnQwJQYIKwYBBQUHMAGGGWh0dHA6Ly9vY3NwLnVz ZXJ0cnVzdC5jb20wDQYJKoZIhvcNAQEMBQADggIBACtBsWITnH+onImsd6+gaSV1 LMRiMTwBs4mBcI3nhrCRAUqDX1BwxyaUQhaxbCkC3rfk+GnP6LQPprM1FCxXOBFd xeNraQS9DQr1w7A6ypv4smdH+mRTRWh30+OXmhwlK5nM8dntTgjFn5he0/kXi4bW +4IORYgqzuwVcealp504UWegsvF7CNhoQboOs3Har5M1OPuGqPtkHJ40GeWW9Wn4 KYOuJz4s+d1XZaxXOMTP3/6Gw1hSILN5MReWKGhIZVJBIJ6Mhj1Hev/0ofaO6M1X HT/mLaIT3DvjWEPOCLCARaS7oqgZsjvb9f+FYdCEMWxEnpYiDZwIgkwB+w98NGTZ 7WGb5ctFmnUcKpls/orozduVnJM1yFNojZyUCyYdA/8sXYin4umzJMyqhjAPB5ax a0SjWnn1337aWtiofu0anT26LgmjvalDoalN66heEVaaDfWuKBODlzw0LlINceIZ ZEjTCCcwkujFam/e8Lx3cpaw7qLja57VsrONHYwQxVZyUFVycmkoOj4d0SncGXbg 1vv6jbFxDIRMGkr42btUnJOoJBT1jxxUUcl/p1VFP7aYV8Z8XB/SJsZgEH5bI8yL RY8JffFaGQwVNru/XsFI+xJ2hS8FjYajtIjKxGF3XYrVmmNOm7meWZDfyWj/AAGj S7ZS53apMKKU5mJiQZdc -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","service-public.nc/61.5.212.17","443","INFO","436FED30895D6C7F0D6DC09DB621AB3B88EC6321C56CA6FD49D79811E2A598CA","",""
"intermediate_cert_notBefore <#1>","service-public.nc/61.5.212.17","443","INFO","2014-09-23 00:00","",""
"intermediate_cert_notAfter <#1>","service-public.nc/61.5.212.17","443","OK","2024-09-22 23:59","",""
"intermediate_cert_expiration <#1>","service-public.nc/61.5.212.17","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","service-public.nc/61.5.212.17","443","INFO","TBS X509 CA business 2 <-- USERTrust RSA Certification Authority","",""
"intermediate_cert <#2>","service-public.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIFgTCCBGmgAwIBAgIQOXJEOvkit1HX02wQ3TE1lTANBgkqhkiG9w0BAQwFADB7 MQswCQYDVQQGEwJHQjEbMBkGA1UECAwSR3JlYXRlciBNYW5jaGVzdGVyMRAwDgYD VQQHDAdTYWxmb3JkMRowGAYDVQQKDBFDb21vZG8gQ0EgTGltaXRlZDEhMB8GA1UE AwwYQUFBIENlcnRpZmljYXRlIFNlcnZpY2VzMB4XDTE5MDMxMjAwMDAwMFoXDTI4 MTIzMTIzNTk1OVowgYgxCzAJBgNVBAYTAlVTMRMwEQYDVQQIEwpOZXcgSmVyc2V5 MRQwEgYDVQQHEwtKZXJzZXkgQ2l0eTEeMBwGA1UEChMVVGhlIFVTRVJUUlVTVCBO ZXR3b3JrMS4wLAYDVQQDEyVVU0VSVHJ1c3QgUlNBIENlcnRpZmljYXRpb24gQXV0 aG9yaXR5MIICIjANBgkqhkiG9w0BAQEFAAOCAg8AMIICCgKCAgEAgBJlFzYOw9sI s9CsVw127c0n00ytUINh4qogTQktZAnczomfzD2p7PbPwdzx07HWezcoEStH2jnG vDoZtF+mvX2do2NCtnbyqTsrkfjib9DsFiCQCT7i6HTJGLSR1GJk23+jBvGIGGqQ Ijy8/hPwhxR79uQfjtTkUcYRZ0YIUcuGFFQ/vDP+fmyc/xadGL1RjjWmp2bIcmfb IWax1Jt4A8BQOujM8Ny8nkz+rwWWNR9XWrf/zvk9tyy29lTdyOcSOk2uTIq3XJq0 tyA9yn8iNK5+O2hmAUTnAU5GU5szYPeUvlM3kHND8zLDU+/bqv50TmnHa4xgk97E xwzf4TKuzJM7UXiVZ4vuPVb+DNBpDxsP8yUmazNt925H+nND5X4OpWaxKXwyhGNV icQNwZNUMBkTrNN9N6frXTpsNVzbQdcS2qlJC9/YgIoJk2KOtWbPJYjNhLixP6Q5 D9kCnusSTJV882sFqV4Wg8y4Z+LoE53MW4LTTLPtW//e5XOsIzstAL81VXQJSdhJ WBp/kjbmUZIO8yZ9HE0XvMnsQybQv0FfQKlERPSZ51eHnlAfV1SoPv10Yy+xUGUJ 5lhCLkMaTLTwJUdZ+gQek9QmRkpQgbLevni3/GcV4clXhB4PY9bpYrrWX1Uu6lzG KAgEJTm4Diup8kyXHAc/DVL17e8vgg8CAwEAAaOB8jCB7zAfBgNVHSMEGDAWgBSg EQojPpbxB+zirynvgqV/0DCktDAdBgNVHQ4EFgQUU3m/WqorSs9UgOHYm8Cd8rID ZsswDgYDVR0PAQH/BAQDAgGGMA8GA1UdEwEB/wQFMAMBAf8wEQYDVR0gBAowCDAG BgRVHSAAMEMGA1UdHwQ8MDowOKA2oDSGMmh0dHA6Ly9jcmwuY29tb2RvY2EuY29t L0FBQUNlcnRpZmljYXRlU2VydmljZXMuY3JsMDQGCCsGAQUFBwEBBCgwJjAkBggr BgEFBQcwAYYYaHR0cDovL29jc3AuY29tb2RvY2EuY29tMA0GCSqGSIb3DQEBDAUA A4IBAQAYh1HcdCE9nIrgJ7cz0C7M7PDmy14R3iJvm3WOnnL+5Nb+qh+cli3vA0p+ rvSNb3I8QzvAP+u431yqqcau8vzY7qN7Q/aGNnwU4M309z/+3ri0ivCRlv79Q2R+ /czSAaF9ffgZGclCKxO/WIu6pKJmBHaIkU4MiRTOok3JMrO66BQavHHxW/BBC5gA CiIDEOUMsfnNkjcZ7Tvx5Dq2+UUTJnWvu6rvP3t3O9LEApE9GQDTF1w52z97GA1F zZOFli9d31kWTz9RvdVFGD/tSo7oBmF0Ixa1DVBzJ0RHfxBdiSprhTEUxOipakyA vGp4z7h/jnZymQyd/teRCBaho1+V -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","service-public.nc/61.5.212.17","443","INFO","68B9C761219A5B1F0131784474665DB61BBDB109E00F05CA9F74244EE5F5F52B","",""
"intermediate_cert_notBefore <#2>","service-public.nc/61.5.212.17","443","INFO","2019-03-12 00:00","",""
"intermediate_cert_notAfter <#2>","service-public.nc/61.5.212.17","443","OK","2028-12-31 23:59","",""
"intermediate_cert_expiration <#2>","service-public.nc/61.5.212.17","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","service-public.nc/61.5.212.17","443","INFO","USERTrust RSA Certification Authority <-- AAA Certificate Services","",""
"intermediate_cert_badOCSP","service-public.nc/61.5.212.17","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","service-public.nc/61.5.212.17","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","service-public.nc/61.5.212.17","443","INFO","-1 seconds from localtime","",""
"HSTS","service-public.nc/61.5.212.17","443","LOW","not offered","",""
"HPKP","service-public.nc/61.5.212.17","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","service-public.nc/61.5.212.17","443","INFO","nginx","",""
"banner_application","service-public.nc/61.5.212.17","443","INFO","No application banner found","",""
"cookie_count","service-public.nc/61.5.212.17","443","INFO","0 at '/'","",""
"X-Frame-Options","service-public.nc/61.5.212.17","443","OK","SAMEORIGIN","",""
"Permissions-Policy","service-public.nc/61.5.212.17","443","OK","interest-cohort=()","",""
"X-UA-Compatible","service-public.nc/61.5.212.17","443","INFO","IE=edge,chrome=1","",""
"Cache-Control","service-public.nc/61.5.212.17","443","INFO","public, max-age=600","",""
"banner_reverseproxy","service-public.nc/61.5.212.17","443","INFO","--","","CWE-200"
"heartbleed","service-public.nc/61.5.212.17","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","service-public.nc/61.5.212.17","443","OK","supported","","CWE-310"
"secure_client_renego","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","service-public.nc/61.5.212.17","443","MEDIUM","potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","service-public.nc/61.5.212.17","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","service-public.nc/61.5.212.17","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","service-public.nc/61.5.212.17","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","service-public.nc/61.5.212.17","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","service-public.nc/61.5.212.17","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=173244537E85655528C3D6D717B804527D5BA95DBCF97AEBE64C997DC8DF6939","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","service-public.nc/61.5.212.17","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","service-public.nc/61.5.212.17","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","service-public.nc/61.5.212.17","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","service-public.nc/61.5.212.17","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","service-public.nc/61.5.212.17","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_442","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_500","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_60","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_74_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_79_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_66_win81","service-public.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-firefox_71_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_6_xp","service-public.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","service-public.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","service-public.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_17_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-opera_66_win10","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_9_ios9","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_9_osx1011","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_10_osx1012","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_121_ios_122","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_130_osx_10146","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_ats_9_ios9","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java_6u45","service-public.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-java_7u25","service-public.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-java_8u161","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java1201","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_102e","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_110l","service-public.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-thunderbird_68_3_1","service-public.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"rating_spec","service-public.nc/61.5.212.17","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
