"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","connect.gouv.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIGbjCCBVagAwIBAgIQJcGNouOgWpn4C/p8iR/O8TANBgkqhkiG9w0BAQsFADCB gTELMAkGA1UEBhMCRlIxETAPBgNVBAgTCENhbHZhZG9zMQ0wCwYDVQQHEwRDYWVu MRUwEwYDVQQKEwxUQlMgSU5URVJORVQxGDAWBgNVBAsTD1RCUyBJTlRFUk5FVCBD QTEfMB0GA1UEAxMWVEJTIFg1MDkgQ0EgYnVzaW5lc3MgMjAeFw0yMTAzMDUwMDAw MDBaFw0yMjAzMDUyMzU5NTlaMIG0MQswCQYDVQQGEwJOQzEOMAwGA1UEERMFOTg4 MDAxEDAOBgNVBAcMB05vdW3DqWExFTATBgNVBAkTDENlbnRyZSBWaWxsZTEdMBsG A1UECRMUMSBBdmVudWUgZHUgTWFsIEZvY2gxOTA3BgNVBAoTMENBQklORVQgRFUg R09VVkVSTkVNRU5UIERFIExBIE5PVVZFTExFLUNBTEVET05JRTESMBAGA1UEAwwJ Ki5nb3V2Lm5jMIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvxIg76Zn cTAjwO63QjB3ekeH6usdkhfnKbRpwej7g+MRj3r1WRcH6jb8jbwSO7oTZffLUd45 NyUlS0CPTGL+n6K8dyI/bAzzLFkFj3+2eovCXHhAFpXSODWc08dID0hQGywbdvcF Mjynpo3neHkVjq+xOQmj1THTkNfyu9M4j3IVuZoFQ4JwQ8aWAvVu+LiAK5Xm/rkH R5VDe7BENETTCll0UCp6VtaPU7qh23cizhXkBbxN9x4LyNCt0gitlkoZacgFqqui RZDMou8sob/qy/gM8AdvFBI4YeI07mCxb1adEJr3gq6knLlNKgn4PBn0lEvzG+px Cf6AsxPH/zoSawIDAQABo4ICqzCCAqcwHwYDVR0jBBgwFoAUcfILqaPtywNKDDwB O75MRG3rKvgwHQYDVR0OBBYEFE4NPgXpBDZTw0ea6z2jYy1D2g8IMA4GA1UdDwEB /wQEAwIFoDAMBgNVHRMBAf8EAjAAMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEF BQcDAjBKBgNVHSAEQzBBMDUGCisGAQQB5TcCAQEwJzAlBggrBgEFBQcCARYZaHR0 cHM6Ly9jcHMudXNlcnRydXN0LmNvbTAIBgZngQwBAgIwQAYDVR0fBDkwNzA1oDOg MYYvaHR0cDovL2NybC51c2VydHJ1c3QuY29tL1RCU1g1MDlDQWJ1c2luZXNzMi5j cmwwcgYIKwYBBQUHAQEEZjBkMDsGCCsGAQUFBzAChi9odHRwOi8vY3J0LnVzZXJ0 cnVzdC5jb20vVEJTWDUwOUNBYnVzaW5lc3MyLmNydDAlBggrBgEFBQcwAYYZaHR0 cDovL29jc3AudXNlcnRydXN0LmNvbTAdBgNVHREEFjAUggkqLmdvdXYubmOCB2dv dXYubmMwggEFBgorBgEEAdZ5AgQCBIH2BIHzAPEAdgBGpVXrdfqRIDC1oolp9PN9 ESxBdL79SbiFq/L8cP5tRwAAAXgAGsiMAAAEAwBHMEUCICaFU3x+8IWBwTLPKtt6 eJ/jBxQSBmfkzUxmRu6lAcWnAiEA3o4bULb9aPXGOdVbigpcR0sFzFA6U0BWxSsC XyO+qaIAdwDfpV6raIJPH2yt7rhfTj5a6s2iEqRqXo47EsAgRFwqcwAAAXgAGshn AAAEAwBIMEYCIQCcClsbyXBhP6qj0NdYSD6Zu3R/MUoMf+8GvTQC2TE9hAIhAJ51 h2q18Bn/P/3kd5eV3XHSSeDTlvhHXQv55KHJw1r+MA0GCSqGSIb3DQEBCwUAA4IB AQDIt4llM38PbzpQGy/z8mc71SuBt71p8J4Rxz9P9BMQ8gAqbxZ55w7a6SpMby4O 83WJGHmus4d9OLqCsz4UubzXlB+GJBTCIPmQ4SBgOgpicXTc2P6/1c7U05Al5w9M c9hXUCDn9M3S/vPSPLvbtKq6RyjWi5Sd3qoSZG7L1DBgkVDaOwbTekZsw3r3/xFi 3Ry8VaKc0sYA10iWq56EAGxyQl7xE/MVHJwL2nRS7BIxV83/aaH1kDl13mOzfG65 MmWXKfy3X2x5aadEZqFZW5U1xp61P3yByMSnPEW/bUzGl1g397cYFbQ75Xm+drOz Y0CDS8JCuZoLt2H6M8EyiK4v -----END CERTIFICATE-----","",""
"cert_commonName","connect.gouv.nc/61.5.212.17","443","OK","*.gouv.nc","",""
"cert_commonName_wo_SNI","connect.gouv.nc/61.5.212.17","443","INFO","*.gouv.nc","",""
"cert_subjectAltName","connect.gouv.nc/61.5.212.17","443","INFO","*.gouv.nc gouv.nc","",""
"cert_trust","connect.gouv.nc/61.5.212.17","443","OK","Ok via SAN wildcard and CN wildcard (same w/o SNI)","",""
"cert_chain_of_trust","connect.gouv.nc/61.5.212.17","443","OK","passed.","",""
"cert_certificatePolicies_EV","connect.gouv.nc/61.5.212.17","443","INFO","no","",""
"cert_expirationStatus","connect.gouv.nc/61.5.212.17","443","OK","191 >= 60 days","",""
"cert_notBefore","connect.gouv.nc/61.5.212.17","443","INFO","2021-03-05 00:00","",""
"cert_notAfter","connect.gouv.nc/61.5.212.17","443","OK","2022-03-05 23:59","",""
"cert_extlifeSpan","connect.gouv.nc/61.5.212.17","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","connect.gouv.nc/61.5.212.17","443","INFO","not present","",""
"cert_crlDistributionPoints","connect.gouv.nc/61.5.212.17","443","INFO","http://crl.usertrust.com/TBSX509CAbusiness2.crl","",""
"cert_ocspURL","connect.gouv.nc/61.5.212.17","443","INFO","http://ocsp.usertrust.com","",""
"OCSP_stapling","connect.gouv.nc/61.5.212.17","443","LOW","not offered","",""
"cert_mustStapleExtension","connect.gouv.nc/61.5.212.17","443","INFO","--","",""
"DNS_CAArecord","connect.gouv.nc/61.5.212.17","443","LOW","--","",""
"certificate_transparency","connect.gouv.nc/61.5.212.17","443","OK","yes (certificate extension)","",""
"certs_countServer","connect.gouv.nc/61.5.212.17","443","INFO","3","",""
"certs_list_ordering_problem","connect.gouv.nc/61.5.212.17","443","INFO","no","",""
"cert_caIssuers","connect.gouv.nc/61.5.212.17","443","INFO","TBS X509 CA business 2 (TBS INTERNET from FR)","",""
"intermediate_cert <#1>","connect.gouv.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIGCzCCA/OgAwIBAgIQNAQ5ZD0uy7305qlXXebHpjANBgkqhkiG9w0BAQwFADCB iDELMAkGA1UEBhMCVVMxEzARBgNVBAgTCk5ldyBKZXJzZXkxFDASBgNVBAcTC0pl cnNleSBDaXR5MR4wHAYDVQQKExVUaGUgVVNFUlRSVVNUIE5ldHdvcmsxLjAsBgNV BAMTJVVTRVJUcnVzdCBSU0EgQ2VydGlmaWNhdGlvbiBBdXRob3JpdHkwHhcNMTQw OTIzMDAwMDAwWhcNMjQwOTIyMjM1OTU5WjCBgTELMAkGA1UEBhMCRlIxETAPBgNV BAgTCENhbHZhZG9zMQ0wCwYDVQQHEwRDYWVuMRUwEwYDVQQKEwxUQlMgSU5URVJO RVQxGDAWBgNVBAsTD1RCUyBJTlRFUk5FVCBDQTEfMB0GA1UEAxMWVEJTIFg1MDkg Q0EgYnVzaW5lc3MgMjCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBANh9 P++rsG4jHQsHeVvdavLrTcppoh2YUKP7aZX0yW97qmN2At3FvWopmNgAMJ3e/c6q SsE21M5FemzCMVm94/pT6hzy37ZLhTOGuw0CMfxXdnjk1clNuuu3GBFknPt8BwfC ptaQvTx5h9wFISqhgb8dvroToRaNSXtXTGK1shedyU33GjuFYYkxapzRxxSCSgck c4X+RQHPwZio7HrDfGg/txhDUZO+36OvIZy3NlLmWF6l1orrLt5v7lo+rUGm4sO4 0GUCRUjzFjno7SQTD9sT78JPvZK5bGtTEwcmKiLgyhF7PGwU/Dco1v1yTmdLHpXG eT7Ek3hkbTqil4DXP98CAwEAAaOCAXQwggFwMB8GA1UdIwQYMBaAFFN5v1qqK0rP VIDh2JvAnfKyA2bLMB0GA1UdDgQWBBRx8gupo+3LA0oMPAE7vkxEbesq+DAOBgNV HQ8BAf8EBAMCAYYwEgYDVR0TAQH/BAgwBgEB/wIBADAdBgNVHSUEFjAUBggrBgEF BQcDAQYIKwYBBQUHAwIwIQYDVR0gBBowGDAMBgorBgEEAeU3AgEBMAgGBmeBDAEC AjBQBgNVHR8ESTBHMEWgQ6BBhj9odHRwOi8vY3JsLnVzZXJ0cnVzdC5jb20vVVNF UlRydXN0UlNBQ2VydGlmaWNhdGlvbkF1dGhvcml0eS5jcmwwdgYIKwYBBQUHAQEE ajBoMD8GCCsGAQUFBzAChjNodHRwOi8vY3J0LnVzZXJ0cnVzdC5jb20vVVNFUlRy dXN0UlNBQWRkVHJ1c3RDQS5jcnQwJQYIKwYBBQUHMAGGGWh0dHA6Ly9vY3NwLnVz ZXJ0cnVzdC5jb20wDQYJKoZIhvcNAQEMBQADggIBACtBsWITnH+onImsd6+gaSV1 LMRiMTwBs4mBcI3nhrCRAUqDX1BwxyaUQhaxbCkC3rfk+GnP6LQPprM1FCxXOBFd xeNraQS9DQr1w7A6ypv4smdH+mRTRWh30+OXmhwlK5nM8dntTgjFn5he0/kXi4bW +4IORYgqzuwVcealp504UWegsvF7CNhoQboOs3Har5M1OPuGqPtkHJ40GeWW9Wn4 KYOuJz4s+d1XZaxXOMTP3/6Gw1hSILN5MReWKGhIZVJBIJ6Mhj1Hev/0ofaO6M1X HT/mLaIT3DvjWEPOCLCARaS7oqgZsjvb9f+FYdCEMWxEnpYiDZwIgkwB+w98NGTZ 7WGb5ctFmnUcKpls/orozduVnJM1yFNojZyUCyYdA/8sXYin4umzJMyqhjAPB5ax a0SjWnn1337aWtiofu0anT26LgmjvalDoalN66heEVaaDfWuKBODlzw0LlINceIZ ZEjTCCcwkujFam/e8Lx3cpaw7qLja57VsrONHYwQxVZyUFVycmkoOj4d0SncGXbg 1vv6jbFxDIRMGkr42btUnJOoJBT1jxxUUcl/p1VFP7aYV8Z8XB/SJsZgEH5bI8yL RY8JffFaGQwVNru/XsFI+xJ2hS8FjYajtIjKxGF3XYrVmmNOm7meWZDfyWj/AAGj S7ZS53apMKKU5mJiQZdc -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","connect.gouv.nc/61.5.212.17","443","INFO","436FED30895D6C7F0D6DC09DB621AB3B88EC6321C56CA6FD49D79811E2A598CA","",""
"intermediate_cert_notBefore <#1>","connect.gouv.nc/61.5.212.17","443","INFO","2014-09-23 00:00","",""
"intermediate_cert_notAfter <#1>","connect.gouv.nc/61.5.212.17","443","OK","2024-09-22 23:59","",""
"intermediate_cert_expiration <#1>","connect.gouv.nc/61.5.212.17","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","connect.gouv.nc/61.5.212.17","443","INFO","TBS X509 CA business 2 <-- USERTrust RSA Certification Authority","",""
"intermediate_cert <#2>","connect.gouv.nc/61.5.212.17","443","INFO","-----BEGIN CERTIFICATE----- MIIFgTCCBGmgAwIBAgIQOXJEOvkit1HX02wQ3TE1lTANBgkqhkiG9w0BAQwFADB7 MQswCQYDVQQGEwJHQjEbMBkGA1UECAwSR3JlYXRlciBNYW5jaGVzdGVyMRAwDgYD VQQHDAdTYWxmb3JkMRowGAYDVQQKDBFDb21vZG8gQ0EgTGltaXRlZDEhMB8GA1UE AwwYQUFBIENlcnRpZmljYXRlIFNlcnZpY2VzMB4XDTE5MDMxMjAwMDAwMFoXDTI4 MTIzMTIzNTk1OVowgYgxCzAJBgNVBAYTAlVTMRMwEQYDVQQIEwpOZXcgSmVyc2V5 MRQwEgYDVQQHEwtKZXJzZXkgQ2l0eTEeMBwGA1UEChMVVGhlIFVTRVJUUlVTVCBO ZXR3b3JrMS4wLAYDVQQDEyVVU0VSVHJ1c3QgUlNBIENlcnRpZmljYXRpb24gQXV0 aG9yaXR5MIICIjANBgkqhkiG9w0BAQEFAAOCAg8AMIICCgKCAgEAgBJlFzYOw9sI s9CsVw127c0n00ytUINh4qogTQktZAnczomfzD2p7PbPwdzx07HWezcoEStH2jnG vDoZtF+mvX2do2NCtnbyqTsrkfjib9DsFiCQCT7i6HTJGLSR1GJk23+jBvGIGGqQ Ijy8/hPwhxR79uQfjtTkUcYRZ0YIUcuGFFQ/vDP+fmyc/xadGL1RjjWmp2bIcmfb IWax1Jt4A8BQOujM8Ny8nkz+rwWWNR9XWrf/zvk9tyy29lTdyOcSOk2uTIq3XJq0 tyA9yn8iNK5+O2hmAUTnAU5GU5szYPeUvlM3kHND8zLDU+/bqv50TmnHa4xgk97E xwzf4TKuzJM7UXiVZ4vuPVb+DNBpDxsP8yUmazNt925H+nND5X4OpWaxKXwyhGNV icQNwZNUMBkTrNN9N6frXTpsNVzbQdcS2qlJC9/YgIoJk2KOtWbPJYjNhLixP6Q5 D9kCnusSTJV882sFqV4Wg8y4Z+LoE53MW4LTTLPtW//e5XOsIzstAL81VXQJSdhJ WBp/kjbmUZIO8yZ9HE0XvMnsQybQv0FfQKlERPSZ51eHnlAfV1SoPv10Yy+xUGUJ 5lhCLkMaTLTwJUdZ+gQek9QmRkpQgbLevni3/GcV4clXhB4PY9bpYrrWX1Uu6lzG KAgEJTm4Diup8kyXHAc/DVL17e8vgg8CAwEAAaOB8jCB7zAfBgNVHSMEGDAWgBSg EQojPpbxB+zirynvgqV/0DCktDAdBgNVHQ4EFgQUU3m/WqorSs9UgOHYm8Cd8rID ZsswDgYDVR0PAQH/BAQDAgGGMA8GA1UdEwEB/wQFMAMBAf8wEQYDVR0gBAowCDAG BgRVHSAAMEMGA1UdHwQ8MDowOKA2oDSGMmh0dHA6Ly9jcmwuY29tb2RvY2EuY29t L0FBQUNlcnRpZmljYXRlU2VydmljZXMuY3JsMDQGCCsGAQUFBwEBBCgwJjAkBggr BgEFBQcwAYYYaHR0cDovL29jc3AuY29tb2RvY2EuY29tMA0GCSqGSIb3DQEBDAUA A4IBAQAYh1HcdCE9nIrgJ7cz0C7M7PDmy14R3iJvm3WOnnL+5Nb+qh+cli3vA0p+ rvSNb3I8QzvAP+u431yqqcau8vzY7qN7Q/aGNnwU4M309z/+3ri0ivCRlv79Q2R+ /czSAaF9ffgZGclCKxO/WIu6pKJmBHaIkU4MiRTOok3JMrO66BQavHHxW/BBC5gA CiIDEOUMsfnNkjcZ7Tvx5Dq2+UUTJnWvu6rvP3t3O9LEApE9GQDTF1w52z97GA1F zZOFli9d31kWTz9RvdVFGD/tSo7oBmF0Ixa1DVBzJ0RHfxBdiSprhTEUxOipakyA vGp4z7h/jnZymQyd/teRCBaho1+V -----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","connect.gouv.nc/61.5.212.17","443","INFO","68B9C761219A5B1F0131784474665DB61BBDB109E00F05CA9F74244EE5F5F52B","",""
"intermediate_cert_notBefore <#2>","connect.gouv.nc/61.5.212.17","443","INFO","2019-03-12 00:00","",""
"intermediate_cert_notAfter <#2>","connect.gouv.nc/61.5.212.17","443","OK","2028-12-31 23:59","",""
"intermediate_cert_expiration <#2>","connect.gouv.nc/61.5.212.17","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","connect.gouv.nc/61.5.212.17","443","INFO","USERTrust RSA Certification Authority <-- AAA Certificate Services","",""
"intermediate_cert_badOCSP","connect.gouv.nc/61.5.212.17","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","connect.gouv.nc/61.5.212.17","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","connect.gouv.nc/61.5.212.17","443","INFO","0 seconds from localtime","",""
"HSTS","connect.gouv.nc/61.5.212.17","443","LOW","not offered","",""
"HPKP","connect.gouv.nc/61.5.212.17","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","connect.gouv.nc/61.5.212.17","443","INFO","nginx","",""
"banner_application","connect.gouv.nc/61.5.212.17","443","INFO","No application banner found","",""
"cookie_count","connect.gouv.nc/61.5.212.17","443","INFO","0 at '/'","",""
"security_headers","connect.gouv.nc/61.5.212.17","443","MEDIUM","--","",""
"banner_reverseproxy","connect.gouv.nc/61.5.212.17","443","INFO","--","","CWE-200"
"heartbleed","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","connect.gouv.nc/61.5.212.17","443","OK","supported","","CWE-310"
"secure_client_renego","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","connect.gouv.nc/61.5.212.17","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","connect.gouv.nc/61.5.212.17","443","LOW","uses 64 bit block ciphers","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","connect.gouv.nc/61.5.212.17","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://censys.io/ipv4?q=032D1FB809F12FEC3D40C18A207F379393CAE1B8FA4ABB27A7C79C472E0A51D9","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","connect.gouv.nc/61.5.212.17","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","connect.gouv.nc/61.5.212.17","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","connect.gouv.nc/61.5.212.17","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_442","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_500","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_60","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-CHACHA20-POLY1305","",""
"clientsimulation-android_81","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-CHACHA20-POLY1305","",""
"clientsimulation-android_90","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_74_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_79_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_66_win81","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_71_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_6_xp","connect.gouv.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","connect.gouv.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","connect.gouv.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_17_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-opera_66_win10","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_9_ios9","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_9_osx1011","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_10_osx1012","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-safari_121_ios_122","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-safari_130_osx_10146","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-apple_ats_9_ios9","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java_6u45","connect.gouv.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-java_7u25","connect.gouv.nc/61.5.212.17","443","INFO","No connection","",""
"clientsimulation-java_8u161","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-java1201","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-openssl_102e","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_110l","connect.gouv.nc/61.5.212.17","443","INFO","TLSv1.2 ECDHE-RSA-CHACHA20-POLY1305","",""
